SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,
,,,,,,,,,,
REDE:,Piezometria,,,,,,,,,
,,,,,,,,,,
CÓDIGO,NOME,DISTRITO,CONCELHO,FREGUESIA,BACIA,ALTITUDE (M),COORD_X (M),COORD_Y (M),SISTEMA AQUÍFERO,ESTADO
196/230,,AVEIRO,VAGOS,SANTO ANDRÉ DE VAGOS,VOUGA/RIBEIRAS COSTEIRAS,24,154200,393100,O0 - ORLA OCIDENTAL INDIFERENCIADO,EM SERVIÇO
196/231,,AVEIRO,VAGOS,OUCA,VOUGA/RIBEIRAS COSTEIRAS,26,156760,391360,O0 - ORLA OCIDENTAL INDIFERENCIADO,EM SERVIÇO
196/232,,AVEIRO,VAGOS,PONTE DE VAGOS,VOUGA/RIBEIRAS COSTEIRAS,32,154540,391400,O0 - ORLA OCIDENTAL INDIFERENCIADO,EM SERVIÇO
196/233,,AVEIRO,VAGOS,SANTO ANDRÉ DE VAGOS,VOUGA/RIBEIRAS COSTEIRAS,53.78,152047,393496,O1 - QUATERNÁRIO DE AVEIRO,
196/6,,AVEIRO,VAGOS,SOSA,VOUGA/RIBEIRAS COSTEIRAS,45,155850,399530,O0 - ORLA OCIDENTAL INDIFERENCIADO,
196/67,,AVEIRO,VAGOS,SOSA,VOUGA/RIBEIRAS COSTEIRAS,54,157980,397530,O0 - ORLA OCIDENTAL INDIFERENCIADO,
196/71,,AVEIRO,VAGOS,-,VOUGA/RIBEIRAS COSTEIRAS,58,156030,396380,O0 - ORLA OCIDENTAL INDIFERENCIADO,
197/10,,AVEIRO,ANADIA,-,VOUGA/RIBEIRAS COSTEIRAS,15,172730,392530,O1 - QUATERNÁRIO DE AVEIRO,
206/10,,COIMBRA,MIRA,SEIXO,VOUGA/RIBEIRAS COSTEIRAS,17,149140,388680,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO
206/11,,COIMBRA,MIRA,-,VOUGA/RIBEIRAS COSTEIRAS,33,150560,386140,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO
206/12,,COIMBRA,MIRA,CARAPELHOS,VOUGA/RIBEIRAS COSTEIRAS,37,151640,385680,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO
206/13,,COIMBRA,MIRA,-,VOUGA/RIBEIRAS COSTEIRAS,42,151600,384800,O1 - QUATERNÁRIO DE AVEIRO,EM RESERVA
206/14,,COIMBRA,MIRA,CARAPELHOS,VOUGA/RIBEIRAS COSTEIRAS,47,151880,384620,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO
206/8,,AVEIRO,VAGOS,CALVÃO,VOUGA/RIBEIRAS COSTEIRAS,25,150320,389320,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO
206/9,,COIMBRA,MIRA,-,VOUGA/RIBEIRAS COSTEIRAS,35,150620,386780,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO
207/4,,COIMBRA,CANTANHEDE,-,VOUGA/RIBEIRAS COSTEIRAS,88,164340,380850,O0 - ORLA OCIDENTAL INDIFERENCIADO,
207/60,,COIMBRA,MIRA,CARAPELHOS,VOUGA/RIBEIRAS COSTEIRAS,48,152620,385420,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO
207/61,,COIMBRA,MIRA,CARAPELHOS,VOUGA/RIBEIRAS COSTEIRAS,53,152880,384960,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO
207/62,,COIMBRA,MIRA,CARAPELHOS,VOUGA/RIBEIRAS COSTEIRAS,53,153160,384880,O1 - QUATERNÁRIO DE AVEIRO,EM SERVIÇO
207/63,,AVEIRO,VAGOS,SANTA CATARINA,VOUGA/RIBEIRAS COSTEIRAS,42,156400,389380,O0 - ORLA OCIDENTAL INDIFERENCIADO,EM SERVIÇO
207/64,,AVEIRO,VAGOS,SANTA CATARINA,VOUGA/RIBEIRAS COSTEIRAS,44,156700,388340,O0 - ORLA OCIDENTAL INDIFERENCIADO,EM SERVIÇO
207/65,,COIMBRA,CANTANHEDE,SÃO CAETANO,VOUGA/RIBEIRAS COSTEIRAS,61.25,154840,380000,O1 - QUATERNÁRIO DE AVEIRO,
208/5,,AVEIRO,ANADIA,TAMENGOS,VOUGA/RIBEIRAS COSTEIRAS,35,171859,382400,O3 - CÁRSICO DA BAIRRADA,
217/26,,COIMBRA,CANTANHEDE,TOCHA,VOUGA/RIBEIRAS COSTEIRAS,25.03,148971,377537,O1 - QUATERNÁRIO DE AVEIRO,
217/27,,COIMBRA,CANTANHEDE,-,VOUGA/RIBEIRAS COSTEIRAS,23.71,150605,378390,O1 - QUATERNÁRIO DE AVEIRO,
217/30,,COIMBRA,CANTANHEDE,TOCHA,VOUGA/RIBEIRAS COSTEIRAS,45.73,147234,375359,O1 - QUATERNÁRIO DE AVEIRO,
218/64,,COIMBRA,CANTANHEDE,SÃO CAETANO,VOUGA/RIBEIRAS COSTEIRAS,36.6,153717,378031,O1 - QUATERNÁRIO DE AVEIRO,
218/65,,COIMBRA,CANTANHEDE,PORTUNHOS,MONDEGO,72,164374,371011,O4 - ANÇÃ - CANTANHEDE,
219/14,,COIMBRA,COIMBRA,BOTÃO,MONDEGO,50,176080,370130,O3 - CÁRSICO DA BAIRRADA,
219/16,,COIMBRA,COIMBRA,-,MONDEGO,50,176690,370880,O3 - CÁRSICO DA BAIRRADA,
219/297,,AVEIRO,MEALHADA,-,VOUGA/RIBEIRAS COSTEIRAS,55,173812,378812,O3 - CÁRSICO DA BAIRRADA,
219/3,,COIMBRA,COIMBRA,BOTÃO,VOUGA/RIBEIRAS COSTEIRAS,80,176609,373600,O3 - CÁRSICO DA BAIRRADA,
228/52,,COIMBRA,MONTEMOR-O-VELHO,ARAZEDE,MONDEGO,72,150753,369709,O30 - VISO - QUERIDAS,
228/53,,COIMBRA,FIGUEIRA DA FOZ,FERREIRA-A-NOVA,MONDEGO,30,147266,363144,O30 - VISO - QUERIDAS,
228/54,,COIMBRA,MONTEMOR-O-VELHO,LICEIA,MONDEGO,42,149947,364261,O30 - VISO - QUERIDAS,
229/283,,COIMBRA,MONTEMOR-O-VELHO,TENTÚGAL,MONDEGO,47,161740,362467,O5 - TENTÚGAL,
229/286,,COIMBRA,MONTEMOR-O-VELHO,ARAZEDE,MONDEGO,88,155048.6,365578,O30 - VISO - QUERIDAS,
230/20,,COIMBRA,COIMBRA,SOUSELAS,MONDEGO,50,177250,368000,O3 - CÁRSICO DA BAIRRADA,
230/201,,COIMBRA,COIMBRA,-,MONDEGO,21,174026.9,360805.9,O6 - ALUVIÕES DO MONDEGO,
230/202,,COIMBRA,COIMBRA,-,MONDEGO,117,176093.1,363140.1,O0 - ORLA OCIDENTAL INDIFERENCIADO,
239/63,,COIMBRA,MONTEMOR-O-VELHO,ABRUNHEIRA,MONDEGO,8,149676,351952,O8 - VERRIDE,
239/64,,COIMBRA,MONTEMOR-O-VELHO,VERRIDE,MONDEGO,20,150287,351550,O8 - VERRIDE,
240/28,,COIMBRA,MONTEMOR-O-VELHO,SANTO VARÃO,MONDEGO,12.35,159300,357150,O6 - ALUVIÕES DO MONDEGO,
241/89,,COIMBRA,COIMBRA,-,MONDEGO,83,172981,358532,O31 - CONDEIXA - ALFARELOS,
249/28,,COIMBRA,FIGUEIRA DA FOZ,LAVOS,LIS/RIBEIRAS COSTEIRAS,42,139300,345780,O10 - LEIROSA - MONTE REAL,
249/45,,COIMBRA,SOURE,VINHA DA RAINHA,MONDEGO,2.76,148633,345151,O6 - ALUVIÕES DO MONDEGO,
249/46,,COIMBRA,FIGUEIRA DA FOZ,ALQUEIDÃO,MONDEGO,3.03,146538,347109,O6 - ALUVIÕES DO MONDEGO,
249/47,,COIMBRA,FIGUEIRA DA FOZ,LAVOS,MONDEGO,6,141525,348380,O6 - ALUVIÕES DO MONDEGO,
250/31,,COIMBRA,SOURE,VILA NOVA DE ANÇOS,MONDEGO,7.23,156950,348780,O6 - ALUVIÕES DO MONDEGO,
250/32,,COIMBRA,SOURE,SOURE,MONDEGO,8.86,156640,345400,O6 - ALUVIÕES DO MONDEGO,
250/37,,COIMBRA,SOURE,SAMUEL,MONDEGO,90,152133,348814,O8 - VERRIDE,
250/38,,COIMBRA,SOURE,-,MONDEGO,46,154015,348069,O8 - VERRIDE,
251/18,,COIMBRA,PENELA,PODENTES,MONDEGO,206,174895,343873,O9 - PENELA - TOMAR,
252/8,,COIMBRA,MIRANDA DO CORVO,VILA NOVA,MONDEGO,509,184199.2,341615.9,A0 - MACIÇO ANTIGO INDIFERENCIADO,
263/12,,COIMBRA,PENELA,PENELA (SÃO MIGUEL),MONDEGO,260,177618,338191,O9 - PENELA - TOMAR,
263/13,,COIMBRA,PENELA,-,MONDEGO,266,180571.4,337009.9,O0 - ORLA OCIDENTAL INDIFERENCIADO,
292/1,,CASTELO BRANCO,CASTELO BRANCO,CASTELO BRANCO,TEJO,340,258050,317750,A0 - MACIÇO ANTIGO INDIFERENCIADO,
292/2,,CASTELO BRANCO,CASTELO BRANCO,CASTELO BRANCO,TEJO,346,258375,317675,A0 - MACIÇO ANTIGO INDIFERENCIADO,
292/3,,CASTELO BRANCO,CASTELO BRANCO,CASTELO BRANCO,TEJO,350,258550,317600,A0 - MACIÇO ANTIGO INDIFERENCIADO,
292/4,,CASTELO BRANCO,CASTELO BRANCO,CASTELO BRANCO,TEJO,350,258625,317575,A0 - MACIÇO ANTIGO INDIFERENCIADO,
292/5,,CASTELO BRANCO,CASTELO BRANCO,CASTELO BRANCO,TEJO,350,258575,317500,A0 - MACIÇO ANTIGO INDIFERENCIADO,
292/7,,CASTELO BRANCO,CASTELO BRANCO,CASTELO BRANCO,TEJO,340,257900,317950,A0 - MACIÇO ANTIGO INDIFERENCIADO,
296/57,,LEIRIA,LEIRIA,MACEIRA,LIS/RIBEIRAS COSTEIRAS,160,134500,303100,O18 - MACEIRA,
296/58,,LEIRIA,MARINHA GRANDE,MARINHA GRANDE,LIS/RIBEIRAS COSTEIRAS,100,132836,308414,O12 - VIEIRA DE LEIRIA - MARINHA GRANDE,
298/12,,SANTARÉM,OURÉM,URQUEIRA,TEJO,190,160120,306540,O15 - OURÉM,
298/18,,SANTARÉM,OURÉM,URQUEIRA,TEJO,183,161390,307800,O15 - OURÉM,
298/19,,SANTARÉM,OURÉM,NOSSA SENHORA DA PIEDADE,TEJO,220,158100,300900,O15 - OURÉM,
298/28,,SANTARÉM,OURÉM,URQUEIRA,TEJO,182,161900,306300,O15 - OURÉM,
299/60,,SANTARÉM,FERREIRA DO ZÊZERE,CHÃOS,TEJO,162,177220,302200,O9 - PENELA - TOMAR,
299/74,,SANTARÉM,TOMAR,ALVIOBEIRA,TEJO,190,179250,301400,O9 - PENELA - TOMAR,
299/79,,SANTARÉM,FERREIRA DO ZÊZERE,AREIAS,TEJO,200,178210,306500,O9 - PENELA - TOMAR,
299/80,,SANTARÉM,TOMAR,SABACHEIRA,TEJO,101,168280,300900,O15 - OURÉM,
307/1,,LEIRIA,ALCOBAÇA,PATAIAS,RIBEIRAS DO OESTE,94,124500,298760,O0 - ORLA OCIDENTAL INDIFERENCIADO,
307/119,,LEIRIA,NAZARÉ,NAZARÉ,RIBEIRAS DO OESTE,65.31,127270,297000,O33 - CALDAS DA RAINHA - NAZARÉ,
307/123,,LEIRIA,ALCOBAÇA,PATAIAS,RIBEIRAS DO OESTE,100,124650,298600,O0 - ORLA OCIDENTAL INDIFERENCIADO,
307/131,,LEIRIA,ALCOBAÇA,PATAIAS,RIBEIRAS DO OESTE,98,130700,299200,O19 - ALPEDRIZ,
309/32,,SANTARÉM,OURÉM,NOSSA SENHORA DAS MISERICÓRDIAS,TEJO,230,162010,295370,O20 - MACIÇO CALCÁRIO ESTREMENHO,
310/158,,SANTARÉM,TOMAR,SANTA MARIA DOS OLIVAIS,TEJO,119,177730,294900,O9 - PENELA - TOMAR,
316/4,,LEIRIA,NAZARÉ,FAMALICÃO,RIBEIRAS DO OESTE,7,119250,286930,O33 - CALDAS DA RAINHA - NAZARÉ,
317/225,,LEIRIA,ALCOBAÇA,ÉVORA DE ALCOBAÇA,RIBEIRAS DO OESTE,169,129730,280920,O20 - MACIÇO CALCÁRIO ESTREMENHO,
317/235,,LEIRIA,ALCOBAÇA,ALJUBARROTA (PRAZERES),RIBEIRAS DO OESTE,152,132130,284200,O20 - MACIÇO CALCÁRIO ESTREMENHO,
317/248,,LEIRIA,ALCOBAÇA,ALJUBARROTA (SÃO VICENTE),RIBEIRAS DO OESTE,160,134420,287100,O20 - MACIÇO CALCÁRIO ESTREMENHO,
320/71,,SANTARÉM,TORRES NOVAS,PAÇO,TEJO,134,169640,287320,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
326/34,,LEIRIA,CALDAS DA RAINHA,TORNADA,RIBEIRAS DO OESTE,33,111800,275120,O33 - CALDAS DA RAINHA - NAZARÉ,
326/36,,LEIRIA,CALDAS DA RAINHA,TORNADA,RIBEIRAS DO OESTE,16,112610,274660,O33 - CALDAS DA RAINHA - NAZARÉ,
327/72,,LEIRIA,ALCOBAÇA,BENEDITA,RIBEIRAS DO OESTE,180,128730,274200,O20 - MACIÇO CALCÁRIO ESTREMENHO,
329/95,,SANTARÉM,ALCANENA,VILA MOREIRA,TEJO,85,152097,277920,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
330/189,,SANTARÉM,CHAMUSCA,CARREGUEIRA,TEJO,119,182000,270000,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
337/22,,LEIRIA,PENICHE,ATOUGUIA DA BALEIA,RIBEIRAS DO OESTE,50,100440,260550,O23 - PAÇO,
337/4,,LEIRIA,PENICHE,ATOUGUIA DA BALEIA,RIBEIRAS DO OESTE,30,99780,265150,O0 - ORLA OCIDENTAL INDIFERENCIADO,
337/6,,LEIRIA,PENICHE,SERRA D' EL-REI,RIBEIRAS DO OESTE,104,100640,263150,O0 - ORLA OCIDENTAL INDIFERENCIADO,ENTULHADO
338/31,,LEIRIA,ÓBIDOS,ÓBIDOS (SÃO PEDRO),RIBEIRAS DO OESTE,26,111100,265860,O33 - CALDAS DA RAINHA - NAZARÉ,
341/21,,SANTARÉM,SANTARÉM,VALE DE FIGUEIRA,TEJO,40,156558,261680,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
341/22,,SANTARÉM,SANTARÉM,SÃO VICENTE DO PAUL,TEJO,56,156770,262150,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
345/78,,PORTALEGRE,ALTER DO CHÃO,CUNHEIRA,TEJO,234,228304,261541,A0 - MACIÇO ANTIGO INDIFERENCIADO,
349/92,,LISBOA,LOURINHÃ,SÃO BARTOLOMEU DOS GALEGOS,RIBEIRAS DO OESTE,81,100570,257180,O23 - PAÇO,
350/7,,LISBOA,CADAVAL,VERMELHA,RIBEIRAS DO OESTE,60,117470,256430,O0 - ORLA OCIDENTAL INDIFERENCIADO,
350/9,,LEIRIA,BOMBARRAL,VALE COVO,RIBEIRAS DO OESTE,81,108900,253260,O0 - ORLA OCIDENTAL INDIFERENCIADO,
351/22,,LISBOA,AZAMBUJA,ALCOENTRE,TEJO,80,128240,250800,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
353/346,,SANTARÉM,CHAMUSCA,VALE DE CAVALOS,TEJO,25,165000,258000,T7 - ALUVIÕES DO TEJO,
353/353,,SANTARÉM,ALPIARÇA,ALPIARÇA,TEJO,49,162940,253600,T7 - ALUVIÕES DO TEJO,
357/147,,PORTALEGRE,ALTER DO CHÃO,CHANCELARIA,TEJO,187,227142,253432,A0 - MACIÇO ANTIGO INDIFERENCIADO,
362/86,,LISBOA,TORRES VEDRAS,MAXIAL,RIBEIRAS DO OESTE,96,110820,244900,O25 - TORRES VEDRAS,
362/89,,LISBOA,TORRES VEDRAS,RAMALHAL,RIBEIRAS DO OESTE,67,107100,241850,O25 - TORRES VEDRAS,
362/99,,LISBOA,TORRES VEDRAS,RAMALHAL,RIBEIRAS DO OESTE,90,104140,240680,O25 - TORRES VEDRAS,
363/26,,LISBOA,AZAMBUJA,AVEIRAS DE CIMA,TEJO,92,132420,244800,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
363/36,,LISBOA,AZAMBUJA,MANIQUE DO INTENDENTE,TEJO,93,135080,249400,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
364/52,,SANTARÉM,SANTARÉM,VALE DE SANTARÉM,TEJO,80,147410,248450,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
365/71,,SANTARÉM,ALMEIRIM,ALMEIRIM,TEJO,90,159699,242560,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
376/138,,LISBOA,ALENQUER,ALENQUER (TRIANA),TEJO,79,124380,233350,O26 - OTA - ALENQUER,
377/91,,LISBOA,AZAMBUJA,AVEIRAS DE BAIXO,TEJO,60,139250,238570,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
377/94,,SANTARÉM,SALVATERRA DE MAGOS,MUGE,TEJO,23,148399,234273,T7 - ALUVIÕES DO TEJO,
387/8,,PORTALEGRE,CAMPO MAIOR,-,GUADIANA,233,297866,231805,A11 - ELVAS - CAMPO MAIOR,
388/17,,LISBOA,MAFRA,CARVOEIRA,RIBEIRAS DO OESTE,10,90902.7,221086.7,O0 - ORLA OCIDENTAL INDIFERENCIADO,
389/65,,LISBOA,TORRES VEDRAS,DOIS PORTOS,RIBEIRAS DO OESTE,170,105460,229900,O0 - ORLA OCIDENTAL INDIFERENCIADO,
390/110,,LISBOA,ALENQUER,CARREGADO,TEJO,2,129648,226850,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,
391/33,,SANTARÉM,SALVATERRA DE MAGOS,FOROS DE SALVATERRA,TEJO,25,146740,226240,T7 - ALUVIÕES DO TEJO,
392/117,,SANTARÉM,CORUCHE,CORUCHE,TEJO,68,167050,223680,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
392/29,,SANTARÉM,SALVATERRA DE MAGOS,FOROS DE SALVATERRA,TEJO,42,152609,223430,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
392/31,,SANTARÉM,CORUCHE,CORUCHE,TEJO,91,160030,227670,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
394/48,,SANTARÉM,CORUCHE,COUÇO,TEJO,39,186790,225000,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
399/6,,PORTALEGRE,ELVAS,SÃO VICENTE E VENTOSA,GUADIANA,382.35,275702,220199,A5 - ELVAS - VILA BOIM,
40/1,,VIANA DO CASTELO,VIANA DO CASTELO,AREOSA,MINHO/ÂNCORA,10,139375,528625,A0 - MACIÇO ANTIGO INDIFERENCIADO,
400/7,,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA EXPECTAÇÃO,GUADIANA,200,292075,221525,A11 - ELVAS - CAMPO MAIOR,
403/164,,LISBOA,LOURES,BUCELAS,TEJO,123,114240,217200,O0 - ORLA OCIDENTAL INDIFERENCIADO,
404/69,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,5,134850,210870,T7 - ALUVIÕES DO TEJO,
405/17,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,7,136600,219500,T7 - ALUVIÕES DO TEJO,
405/18,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,12,136850,219450,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
405/34,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,21,139561,211220,T7 - ALUVIÕES DO TEJO,
405/51,,SANTARÉM,BENAVENTE,BENAVENTE,TEJO,32,148770,218350,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
405/52,,SANTARÉM,BENAVENTE,BENAVENTE,TEJO,30,148760,218110,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
406/22,,SANTARÉM,CORUCHE,CORUCHE,TEJO,23,167550,218930,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
411/256,,PORTALEGRE,SOUSEL,-,TEJO,342.35,238450,218175,A4 - ESTREMOZ - CANO,
411/94,,ÉVORA,ESTREMOZ,SANTO ESTÊVÃO,TEJO,303,244750,216700,A4 - ESTREMOZ - CANO,
414/116,,PORTALEGRE,ELVAS,CAIA E SÃO PEDRO,GUADIANA,233,285898,211457,A0 - MACIÇO ANTIGO INDIFERENCIADO,
415/7,,LISBOA,SINTRA,COLARES,RIBEIRAS DO OESTE,13,84280,206920,O0 - ORLA OCIDENTAL INDIFERENCIADO,ENTULHADO
416/227,,LISBOA,SINTRA,SINTRA (SÃO PEDRO DE PENAFERRIM),TEJO,172,93873.3,201866,O28 - PISÕES - ATROZELA,
416/273,,LISBOA,SINTRA,ALMARGEM DO BISPO,TEJO,261,100850,206950,O0 - ORLA OCIDENTAL INDIFERENCIADO,
416/312,,LISBOA,SINTRA,ALMARGEM DO BISPO,TEJO,262,101425,206665,O0 - ORLA OCIDENTAL INDIFERENCIADO,
418/15,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,9,132260,207520,T7 - ALUVIÕES DO TEJO,EM SERVIÇO
418/4,,SANTARÉM,BENAVENTE,SAMORA CORREIA,TEJO,16,135060,204980,T7 - ALUVIÕES DO TEJO,SELADO
420/105,,SETÚBAL,MONTIJO,CANHA,TEJO,30,154278.7,204500.4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
420/14,,SANTARÉM,CORUCHE,BRANCA,TEJO,85,161970,205880,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
420/17,,SANTARÉM,CORUCHE,BRANCA,TEJO,90,161870,207750,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
426/238,,ÉVORA,ESTREMOZ,ARCOS,TEJO,427.4,255250,207000,A4 - ESTREMOZ - CANO,
428/37,,PORTALEGRE,ELVAS,CAIA E SÃO PEDRO,GUADIANA,187,289082,208242,A5 - ELVAS - VILA BOIM,
438/36,,ÉVORA,ARRAIOLOS,SANTA JUSTA,TEJO,260,228380,198100,A0 - MACIÇO ANTIGO INDIFERENCIADO,
441/10,,ÉVORA,VILA VIÇOSA,PARDAIS,GUADIANA,290,265250,194250,A0 - MACIÇO ANTIGO INDIFERENCIADO,
442/241,,SETÚBAL,BARREIRO,SANTO ANDRÉ,TEJO,10,119083.5,186173.9,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
444/314,,SETÚBAL,PALMELA,PALMELA,SADO,40,147350,181610,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
445/8,,SETÚBAL,PALMELA,MARATECA,SADO,65,156199,187250,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
454/146,,SETÚBAL,SETÚBAL,SETÚBAL (SANTA MARIA DA GRAÇA),SADO,20,134517.5,175277.3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
454/151,,SETÚBAL,PALMELA,PALMELA,SADO,149,133290,179210,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,ENTULHADO
455/216,,SETÚBAL,SETÚBAL,SADO,SADO,8,142820,170400,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
455/217,,SETÚBAL,SETÚBAL,SADO,SADO,5,142000,170560,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
455/218,,SETÚBAL,SETÚBAL,SETÚBAL (SÃO SEBASTIÃO),SADO,32,136230,177150,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
458/28,,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTA MARIA DO CASTELO),SADO,85,163617,147840,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO
459/8,,ÉVORA,ÉVORA,NOSSA SENHORA DA TOUREGA,SADO,217,210100,173800,A0 - MACIÇO ANTIGO INDIFERENCIADO,
466/42,,SETÚBAL,ALCÁCER DO SAL,COMPORTA,SADO,8,145910,160080,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO
467/19,,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTA MARIA DO CASTELO),SADO,30,158878,168480,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
476/257,,SETÚBAL,ALCÁCER DO SAL,UNIÃO DAS FREGUESIAS DE ALCÁCER DO SAL (SANTA MARIA DO CASTELO E SANTIAGO) E SANTA SUSANA,SADO,7.2,164961,157226,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,
509/305,,BEJA,BEJA,UNIÃO DAS FREGUESIAS DE TRIGACHES E SÃO BRISSOS,SADO,168.3,214363,124168,A9 - GABROS DE BEJA,
519/300,,SETÚBAL,SANTIAGO DO CACÉM,SANTIAGO DO CACÉM,SADO,75,190316,118020,T6 - BACIA DE ALVALADE,
521/456,,BEJA,BEJA,SANTA CLARA DE LOUREDO,SADO,208.7,219529,113286,A9 - GABROS DE BEJA,
523/29,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,160,253383,111799,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
523/30,,BEJA,SERPA,SERPA (SANTA MARIA),GUADIANA,149,250919,112952,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
523/31,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,152,253900,114762,A0 - MACIÇO ANTIGO INDIFERENCIADO,
523/32,,BEJA,SERPA,PIAS,GUADIANA,190,258267,116103,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
523/33,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,182,256216,115086,A0 - MACIÇO ANTIGO INDIFERENCIADO,
523/36,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,190,258997,113673,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
523/38,,BEJA,SERPA,VALE DE VARGO,GUADIANA,200,263543,113813,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
523/40,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,177,256757,110989,A0 - MACIÇO ANTIGO INDIFERENCIADO,
523/41,,BEJA,SERPA,SERPA (SALVADOR),GUADIANA,120,252517,114224,A0 - MACIÇO ANTIGO INDIFERENCIADO,
523/42,,BEJA,SERPA,BRINCHES,GUADIANA,120,250337,113932,A0 - MACIÇO ANTIGO INDIFERENCIADO,
523/43,,BEJA,SERPA,BRINCHES,GUADIANA,122,250001,113823,A0 - MACIÇO ANTIGO INDIFERENCIADO,
523/44,,BEJA,SERPA,BRINCHES,GUADIANA,120,249530,114260,A0 - MACIÇO ANTIGO INDIFERENCIADO,
524/40,,BEJA,MOURA,SOBRAL DA ADIÇA,GUADIANA,270,272820,117950,A10 - MOURA - FICALHO,
524/60,,BEJA,SERPA,VALE DE VARGO,GUADIANA,230,265876,111398,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
550/28,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,120,246371,82922,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
554/58,,BEJA,ODEMIRA,SÃO MARTINHO DAS AMOREIRAS,SADO,226.9,175791,75793,A0 - MACIÇO ANTIGO INDIFERENCIADO,
558/11,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,128,243265,79624,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
558/49,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,130,245135,72905,A0 - MACIÇO ANTIGO INDIFERENCIADO,ABANDONADO
